Date,Close,High,Low,Open,Volume
2023-09-06,66.3499984741211,68.55000305175781,66.0,66.3499984741211,46818
2023-09-07,66.0,66.94999694824219,65.44999694824219,66.3499984741211,28714
2023-09-08,67.19999694824219,68.44999694824219,66.30000305175781,66.80000305175781,53475
2023-09-11,70.44999694824219,70.80000305175781,67.19999694824219,68.44999694824219,115752
2023-09-12,67.30000305175781,73.75,66.0,71.75,159388
2023-09-13,68.8499984741211,70.4000015258789,67.44999694824219,67.94999694824219,51576
2023-09-14,69.25,71.5,68.19999694824219,68.19999694824219,32722
2023-09-15,69.0999984741211,71.3499984741211,68.69999694824219,70.0999984741211,25257
2023-09-18,66.5,70.0,65.8499984741211,70.0,84504
2023-09-20,66.69999694824219,71.5,64.8499984741211,66.5,85496
2023-09-21,67.4000015258789,68.94999694824219,66.1500015258789,67.4000015258789,12060
2023-09-22,66.9000015258789,68.4000015258789,66.19999694824219,67.0,18659
2023-09-25,66.55000305175781,67.69999694824219,65.55000305175781,67.44999694824219,9282
2023-09-26,65.69999694824219,67.19999694824219,65.0999984741211,65.6500015258789,15468
2023-09-27,67.19999694824219,68.80000305175781,64.9000015258789,65.69999694824219,50997
2023-09-28,68.1500015258789,68.4000015258789,66.0,67.9000015258789,22234
2023-09-29,67.05000305175781,68.1500015258789,67.0,68.1500015258789,9626
2023-10-03,68.69999694824219,69.8499984741211,66.1500015258789,66.19999694824219,35520
2023-10-04,68.30000305175781,71.94999694824219,67.5999984741211,69.4000015258789,51610
2023-10-05,71.30000305175781,72.0,68.55000305175781,68.75,74228
2023-10-06,70.9000015258789,72.5,70.0,71.5,32219
2023-10-09,66.5999984741211,70.80000305175781,66.0,70.80000305175781,39767
2023-10-10,67.8499984741211,69.0,66.05000305175781,66.05000305175781,21367
2023-10-11,69.5,70.80000305175781,67.94999694824219,68.1500015258789,40897
2023-10-12,67.80000305175781,69.94999694824219,67.19999694824219,69.94999694824219,17567
2023-10-13,67.0,68.9000015258789,66.3499984741211,68.5,23914
2023-10-16,67.30000305175781,68.80000305175781,66.94999694824219,68.80000305175781,13880
2023-10-17,66.80000305175781,69.05000305175781,66.05000305175781,67.5,36613
2023-10-18,67.05000305175781,68.30000305175781,66.80000305175781,67.0,19362
2023-10-19,67.3499984741211,67.69999694824219,66.4000015258789,67.69999694824219,12370
2023-10-20,65.94999694824219,68.0,65.0999984741211,66.55000305175781,18114
2023-10-23,61.29999923706055,66.4000015258789,61.0,65.94999694824219,32878
2023-10-25,61.099998474121094,63.20000076293945,60.20000076293945,60.5,12531
2023-10-26,59.900001525878906,61.150001525878906,57.900001525878906,61.150001525878906,21458
2023-10-27,60.900001525878906,62.20000076293945,59.79999923706055,60.599998474121094,12758
2023-10-30,61.25,61.75,59.599998474121094,60.04999923706055,8448
2023-10-31,60.45000076293945,62.099998474121094,59.349998474121094,62.099998474121094,20986
2023-11-01,60.900001525878906,61.79999923706055,60.25,61.20000076293945,16385
2023-11-02,61.349998474121094,61.900001525878906,60.45000076293945,60.599998474121094,9438
2023-11-03,63.900001525878906,68.3499984741211,60.54999923706055,62.25,61508
2023-11-06,63.349998474121094,66.80000305175781,62.54999923706055,65.9000015258789,63067
2023-11-07,62.25,64.6500015258789,61.400001525878906,63.95000076293945,29558
2023-11-08,63.29999923706055,64.5,62.25,62.75,30986
2023-11-09,62.650001525878906,63.95000076293945,62.04999923706055,63.5,12128
2023-11-10,61.900001525878906,63.150001525878906,61.20000076293945,62.0,14647
2023-11-13,62.25,64.44999694824219,61.29999923706055,63.04999923706055,10696
2023-11-15,61.650001525878906,64.4000015258789,61.400001525878906,62.900001525878906,22239
2023-11-16,61.400001525878906,62.5,60.95000076293945,61.75,30158
2023-11-17,61.900001525878906,62.5,61.150001525878906,61.95000076293945,17683
2023-11-20,63.95000076293945,65.30000305175781,61.04999923706055,62.400001525878906,52233
2023-11-21,63.04999923706055,64.8499984741211,62.79999923706055,63.25,15765
2023-11-22,63.79999923706055,64.9000015258789,62.79999923706055,64.25,27763
2023-11-23,65.9000015258789,67.9000015258789,63.70000076293945,63.900001525878906,122226
2023-11-24,71.9000015258789,73.0,65.94999694824219,67.0,194260
2023-11-28,75.5999984741211,78.5,74.94999694824219,75.0,277201
2023-11-29,72.8499984741211,76.80000305175781,71.3499984741211,76.0,87041
2023-11-30,74.0,77.75,72.4000015258789,73.80000305175781,125033
2023-12-01,73.30000305175781,75.80000305175781,72.25,73.05000305175781,59173
2023-12-04,72.9000015258789,75.25,72.5,73.55000305175781,51313
2023-12-05,71.75,74.94999694824219,71.5,74.94999694824219,36873
2023-12-06,72.30000305175781,75.3499984741211,70.05000305175781,71.6500015258789,77161
2023-12-07,71.5999984741211,73.19999694824219,71.19999694824219,72.44999694824219,15763
2023-12-08,70.30000305175781,72.69999694824219,69.3499984741211,71.5999984741211,32187
2023-12-11,73.80000305175781,75.0,69.3499984741211,70.0,55914
2023-12-12,71.8499984741211,74.94999694824219,71.30000305175781,73.5999984741211,24752
2023-12-13,71.4000015258789,73.94999694824219,71.05000305175781,73.94999694824219,7651
2023-12-14,71.5,73.4000015258789,71.1500015258789,72.8499984741211,25262
2023-12-15,70.30000305175781,72.94999694824219,69.5999984741211,72.80000305175781,30249
2023-12-18,71.25,72.5999984741211,68.8499984741211,70.0,29386
2023-12-19,71.0,73.05000305175781,70.5,73.05000305175781,11975
2023-12-20,67.19999694824219,72.5,65.25,71.25,32139
2023-12-21,67.5999984741211,69.80000305175781,67.0,67.25,20818
2023-12-22,72.94999694824219,74.4000015258789,66.1500015258789,67.80000305175781,73098
2023-12-26,78.75,83.0,72.3499984741211,72.94999694824219,212107
2023-12-27,79.80000305175781,89.5,79.19999694824219,86.44999694824219,1040255
2023-12-28,78.1500015258789,81.0,77.5,79.9000015258789,99735
2023-12-29,75.4000015258789,79.19999694824219,73.3499984741211,77.9000015258789,71464
2024-01-01,74.44999694824219,77.8499984741211,73.05000305175781,75.69999694824219,53107
2024-01-02,73.75,75.75,73.1500015258789,74.9000015258789,26113
2024-01-03,74.44999694824219,75.9000015258789,73.75,73.75,31197
2024-01-04,74.0999984741211,75.9000015258789,73.19999694824219,74.44999694824219,31612
2024-01-05,74.25,75.3499984741211,73.05000305175781,75.3499984741211,44326
2024-01-08,75.4000015258789,76.75,73.25,76.0,23203
2024-01-09,76.9000015258789,79.0,75.1500015258789,77.25,41602
2024-01-10,78.69999694824219,80.55000305175781,74.0,77.3499984741211,81403
2024-01-11,78.05000305175781,80.5,77.55000305175781,78.8499984741211,60165
2024-01-12,75.6500015258789,79.5,74.25,79.5,32491
2024-01-15,79.80000305175781,80.3499984741211,76.0,77.80000305175781,119482
2024-01-16,76.55000305175781,80.25,76.0,79.80000305175781,50323
2024-01-17,74.8499984741211,79.80000305175781,74.0999984741211,79.80000305175781,48180
2024-01-18,74.44999694824219,76.5,70.55000305175781,76.44999694824219,34929
2024-01-19,74.5999984741211,76.4000015258789,74.0999984741211,76.25,32887
2024-01-23,74.3499984741211,78.0,74.0999984741211,76.4000015258789,47146
2024-01-24,74.30000305175781,76.05000305175781,74.0999984741211,74.4000015258789,11324
2024-01-25,75.3499984741211,76.3499984741211,72.30000305175781,72.30000305175781,26029
2024-01-29,77.6500015258789,78.19999694824219,75.25,77.25,57834
2024-01-30,82.69999694824219,86.5,77.69999694824219,77.69999694824219,460668
2024-01-31,82.44999694824219,84.9000015258789,81.30000305175781,83.5999984741211,73558
2024-02-01,82.6500015258789,83.55000305175781,80.5,83.5,55259
2024-02-02,85.30000305175781,88.30000305175781,83.94999694824219,83.94999694824219,287223
2024-02-05,78.94999694824219,85.30000305175781,78.19999694824219,85.30000305175781,78856
2024-02-06,79.1500015258789,81.30000305175781,77.80000305175781,80.80000305175781,33325
2024-02-07,84.1500015258789,84.80000305175781,79.1500015258789,79.1500015258789,68361
2024-02-08,82.30000305175781,85.8499984741211,81.6500015258789,85.8499984741211,23847
2024-02-09,78.94999694824219,84.3499984741211,77.0999984741211,81.8499984741211,39250
2024-02-12,72.80000305175781,78.9000015258789,66.0,78.75,28939
2024-02-13,73.0,76.0,68.69999694824219,74.9000015258789,22858
2024-02-14,77.9000015258789,79.0,72.0,74.69999694824219,18536
2024-02-15,77.8499984741211,84.94999694824219,77.25,84.94999694824219,51386
2024-02-16,79.0999984741211,80.30000305175781,76.5999984741211,78.8499984741211,57372
2024-02-19,79.44999694824219,80.1500015258789,79.0,80.0,14640
2024-02-20,79.5999984741211,80.0,77.0999984741211,79.94999694824219,49686
2024-02-21,82.44999694824219,84.25,79.9000015258789,81.5,142869
2024-02-22,81.6500015258789,84.80000305175781,80.1500015258789,84.80000305175781,29566
2024-02-23,81.25,83.1500015258789,80.30000305175781,83.1500015258789,19840
2024-02-26,79.80000305175781,81.8499984741211,79.30000305175781,81.75,13349
2024-02-27,75.5999984741211,79.94999694824219,74.05000305175781,79.0,64571
2024-02-28,75.05000305175781,77.1500015258789,73.5999984741211,76.69999694824219,22343
2024-02-29,76.69999694824219,77.5,74.1500015258789,75.69999694824219,8282
2024-03-01,78.0999984741211,79.6500015258789,75.5,76.05000305175781,33050
2024-03-04,78.0999984741211,79.80000305175781,77.4000015258789,78.94999694824219,21359
2024-03-05,76.8499984741211,79.9000015258789,75.5,79.3499984741211,17767
2024-03-06,73.1500015258789,78.69999694824219,72.19999694824219,78.69999694824219,21593
2024-03-07,74.80000305175781,75.55000305175781,73.5,75.0,6969
2024-03-11,69.3499984741211,74.4000015258789,68.6500015258789,72.44999694824219,41338
2024-03-12,67.25,71.0,66.55000305175781,71.0,19813
2024-03-13,64.19999694824219,70.44999694824219,63.0,67.4000015258789,30706
2024-03-14,65.94999694824219,67.4000015258789,63.099998474121094,64.5999984741211,15843
2024-03-15,64.75,67.9000015258789,64.25,67.75,9589
2024-03-18,66.8499984741211,68.30000305175781,64.75,64.75,36588
2024-03-19,65.4000015258789,68.30000305175781,65.0,66.9000015258789,9636
2024-03-20,67.30000305175781,67.94999694824219,65.55000305175781,67.4000015258789,19105
2024-03-21,66.44999694824219,69.25,65.3499984741211,69.0,8142
2024-03-22,68.0999984741211,69.6500015258789,66.5,66.5,8885
2024-03-26,65.5,68.1500015258789,64.05000305175781,68.1500015258789,32712
2024-03-27,64.69999694824219,66.6500015258789,64.5,65.05000305175781,50742
2024-03-28,65.3499984741211,67.94999694824219,63.900001525878906,66.05000305175781,22024
2024-04-01,68.0,76.25,63.650001525878906,67.4000015258789,155646
2024-04-02,70.05000305175781,71.0,66.05000305175781,68.4000015258789,28041
2024-04-03,69.19999694824219,71.0,67.30000305175781,71.0,25784
2024-04-04,73.6500015258789,75.75,69.44999694824219,70.4000015258789,42883
2024-04-05,75.0,75.5,73.44999694824219,74.80000305175781,30121
2024-04-08,73.44999694824219,76.30000305175781,72.9000015258789,75.0,10257
2024-04-09,71.6500015258789,75.4000015258789,70.30000305175781,73.55000305175781,12141
2024-04-10,70.0999984741211,73.05000305175781,67.05000305175781,73.05000305175781,35783
2024-04-12,72.05000305175781,75.94999694824219,69.0999984741211,70.94999694824219,43212
2024-04-15,69.94999694824219,71.55000305175781,68.30000305175781,70.0,7201
2024-04-16,70.80000305175781,71.55000305175781,69.3499984741211,70.0999984741211,5727
2024-04-18,70.1500015258789,71.19999694824219,69.75,70.0,10429
2024-04-19,69.8499984741211,70.75,68.05000305175781,70.1500015258789,15628
2024-04-22,71.05000305175781,72.69999694824219,69.8499984741211,69.8499984741211,12695
2024-04-23,73.44999694824219,74.69999694824219,70.3499984741211,71.8499984741211,18815
2024-04-24,73.1500015258789,73.94999694824219,71.1500015258789,73.0,23497
2024-04-25,73.0,74.0999984741211,72.30000305175781,73.19999694824219,9191
2024-04-26,72.44999694824219,74.3499984741211,71.55000305175781,73.55000305175781,12643
2024-04-29,72.05000305175781,73.8499984741211,70.5,72.0,34013
2024-04-30,75.3499984741211,78.94999694824219,72.69999694824219,73.25,83942
2024-05-02,73.69999694824219,76.19999694824219,72.1500015258789,75.30000305175781,29194
2024-05-03,72.94999694824219,74.5,72.0,74.5,14042
2024-05-06,72.44999694824219,73.1500015258789,71.0999984741211,73.1500015258789,10653
2024-05-07,70.0,72.9000015258789,69.30000305175781,72.5999984741211,8141
2024-05-08,72.19999694824219,74.5,70.75,72.05000305175781,24563
2024-05-09,71.25,73.0,71.0999984741211,72.6500015258789,12411
2024-05-10,70.55000305175781,72.69999694824219,69.9000015258789,71.1500015258789,3387
2024-05-13,70.1500015258789,71.8499984741211,69.0,69.30000305175781,16045
2024-05-14,72.5999984741211,74.25,70.55000305175781,71.9000015258789,13798
2024-05-15,71.55000305175781,72.80000305175781,71.19999694824219,71.19999694824219,11281
2024-05-16,71.9000015258789,75.69999694824219,71.55000305175781,72.44999694824219,34018
2024-05-17,72.4000015258789,73.8499984741211,71.4000015258789,72.05000305175781,8366
2024-05-21,71.1500015258789,72.80000305175781,70.25,72.0,14465
2024-05-22,70.75,71.9000015258789,70.5,71.44999694824219,9440
2024-05-23,70.6500015258789,72.4000015258789,70.5,70.55000305175781,18220
2024-05-24,71.0,71.94999694824219,70.5,71.6500015258789,13643
2024-05-27,69.8499984741211,71.0,67.05000305175781,69.8499984741211,17665
2024-05-28,68.30000305175781,68.80000305175781,67.44999694824219,68.80000305175781,13017
2024-05-29,68.5,68.9000015258789,66.4000015258789,67.55000305175781,45723
2024-05-30,70.0,74.69999694824219,68.55000305175781,68.55000305175781,122095
2024-05-31,68.8499984741211,71.69999694824219,67.1500015258789,71.4000015258789,42661
2024-06-03,70.5999984741211,74.94999694824219,69.0,74.94999694824219,47918
2024-06-04,64.4000015258789,70.0,62.849998474121094,70.0,24755
2024-06-05,65.80000305175781,67.69999694824219,62.25,65.75,12479
2024-06-06,68.80000305175781,68.94999694824219,66.19999694824219,67.3499984741211,8973
2024-06-07,68.3499984741211,71.4000015258789,67.55000305175781,68.8499984741211,26843
2024-06-10,68.0999984741211,70.0,67.55999755859375,70.0,12082
2024-06-11,69.93000030517578,70.79000091552734,67.80999755859375,70.0,45965
2024-06-12,70.97000122070312,71.36000061035156,69.33999633789062,70.97000122070312,23632
2024-06-13,71.27999877929688,72.0,70.08000183105469,72.0,17217
2024-06-14,71.69999694824219,72.4000015258789,70.0999984741211,70.0999984741211,18196
2024-06-18,71.27999877929688,73.0,71.0,73.0,21491
2024-06-19,71.20999908447266,72.55999755859375,70.52999877929688,72.55999755859375,14177
2024-06-20,71.3499984741211,72.4800033569336,70.5,72.4800033569336,8265
2024-06-21,73.62999725341797,76.80000305175781,71.0199966430664,71.19999694824219,54283
2024-06-24,71.44000244140625,73.98999786376953,70.41000366210938,71.1500015258789,26024
2024-06-25,72.62999725341797,72.69000244140625,70.8499984741211,71.4000015258789,18891
2024-06-26,78.08999633789062,79.19999694824219,71.61000061035156,72.68000030517578,239169
2024-06-27,77.63999938964844,79.0,76.0199966430664,78.08999633789062,65716
2024-06-28,74.61000061035156,78.0,73.0,76.0999984741211,89987
2024-07-01,89.08000183105469,89.52999877929688,75.98999786376953,76.0999984741211,1231827
2024-07-02,85.4000015258789,88.77999877929688,83.79000091552734,88.77999877929688,332712
2024-07-03,90.79000091552734,92.9000015258789,85.05999755859375,86.69999694824219,446633
2024-07-04,88.20999908447266,94.9000015258789,87.51000213623047,91.9000015258789,126090
2024-07-05,86.7699966430664,90.87999725341797,85.4000015258789,88.20999908447266,82227
2024-07-08,85.52999877929688,89.27999877929688,84.55000305175781,86.9000015258789,69625
2024-07-09,85.76000213623047,89.0,84.80000305175781,85.01000213623047,49573
2024-07-10,85.61000061035156,90.30000305175781,85.0999984741211,85.5,74665
2024-07-11,86.8499984741211,90.7699966430664,85.41000366210938,88.5,59166
2024-07-12,85.0999984741211,88.88999938964844,85.01000213623047,88.88999938964844,22958
2024-07-15,83.02999877929688,86.9000015258789,81.25,86.9000015258789,52959
2024-07-16,89.86000061035156,94.0,83.33999633789062,84.69000244140625,468380
2024-07-18,87.38999938964844,92.4000015258789,86.11000061035156,89.41000366210938,85854
2024-07-19,81.30000305175781,87.4800033569336,80.19999694824219,87.38999938964844,64650
2024-07-22,84.08000183105469,86.56999969482422,82.61000061035156,82.9000015258789,31210
2024-07-23,81.80000305175781,86.69000244140625,80.0999984741211,86.69000244140625,31730
2024-07-24,85.20999908447266,86.01000213623047,83.22000122070312,83.3499984741211,25115
2024-07-25,85.08000183105469,87.30000305175781,84.01000213623047,84.16999816894531,43629
2024-07-26,86.58999633789062,88.0199966430664,83.86000061035156,85.69000244140625,51842
2024-07-29,87.66000366210938,90.0199966430664,84.5999984741211,87.19999694824219,65658
2024-07-30,86.38999938964844,88.80999755859375,85.02999877929688,88.69999694824219,35811
2024-07-31,92.58000183105469,93.98999786376953,86.27999877929688,87.01000213623047,213567
2024-08-01,106.30000305175781,108.80000305175781,93.0,94.75,1681666
2024-08-02,100.33000183105469,104.88999938964844,100.0,104.0,363671
2024-08-05,89.36000061035156,99.79000091552734,87.55000305175781,99.79000091552734,216016
2024-08-06,96.37000274658203,102.9000015258789,90.0999984741211,90.80000305175781,407888
2024-08-07,102.2699966430664,105.9000015258789,96.52999877929688,99.80000305175781,379379
2024-08-08,100.19000244140625,105.0,99.11000061035156,101.80000305175781,140767
2024-08-09,98.38999938964844,103.51000213623047,97.91000366210938,101.9000015258789,74040
2024-08-12,95.36000061035156,100.11000061035156,94.1500015258789,95.80000305175781,78788
2024-08-13,95.2300033569336,98.80000305175781,92.30000305175781,96.6500015258789,77706
2024-08-14,87.01000213623047,91.69999694824219,86.25,91.69999694824219,126746
2024-08-16,89.86000061035156,91.80000305175781,87.0199966430664,88.37999725341797,58926
2024-08-19,89.55999755859375,91.5999984741211,87.9000015258789,90.26000213623047,37418
2024-08-20,95.30999755859375,98.13999938964844,89.0,91.25,65526
2024-08-21,96.01000213623047,97.25,93.19000244140625,96.9000015258789,39876
2024-08-22,95.23999786376953,97.97000122070312,94.0,96.01000213623047,33943
2024-08-23,96.7300033569336,101.01000213623047,94.80000305175781,95.23999786376953,112055
2024-08-26,93.73999786376953,96.98999786376953,93.1500015258789,96.98999786376953,50236
2024-08-27,93.0199966430664,94.0999984741211,92.0999984741211,94.0999984741211,30268
2024-08-28,90.81999969482422,93.3499984741211,90.0,93.3499984741211,50287
2024-08-29,90.51000213623047,93.0,89.51000213623047,89.51000213623047,23993
2024-08-30,91.9800033569336,92.87999725341797,90.51000213623047,90.51000213623047,21328
2024-09-02,88.55999755859375,92.25,88.11000061035156,92.25,37025
2024-09-03,87.79000091552734,89.36000061035156,86.80000305175781,88.62999725341797,19105
2024-09-04,88.8499984741211,90.05000305175781,86.41999816894531,87.5,27006
2024-09-05,93.1500015258789,95.69999694824219,87.20999908447266,89.44999694824219,88939
2024-09-06,91.1500015258789,96.0,89.13999938964844,93.63999938964844,44850
2024-09-09,87.94999694824219,90.6500015258789,87.0,89.1500015258789,36095
2024-09-10,90.4800033569336,92.98999786376953,88.5,88.5,44865
2024-09-11,89.25,94.4000015258789,88.5999984741211,90.4800033569336,55034
2024-09-12,88.87999725341797,92.0,87.61000061035156,90.29000091552734,36309
2024-09-13,90.0,93.0,88.75,89.87999725341797,57061
2024-09-16,89.70999908447266,93.5,89.0,90.0,42463
2024-09-17,88.69000244140625,90.41999816894531,88.05000305175781,90.41999816894531,24700
2024-09-18,86.95999908447266,89.48999786376953,86.5,88.0,23038
2024-09-19,87.66000366210938,88.98999786376953,84.80000305175781,87.5999984741211,30320
2024-09-20,86.66000366210938,88.44000244140625,86.0,88.44000244140625,15022
2024-09-23,88.23999786376953,94.38999938964844,86.0199966430664,86.0199966430664,112952
2024-09-24,88.79000091552734,90.4000015258789,88.20999908447266,90.19999694824219,13348
2024-09-25,88.9800033569336,90.83000183105469,87.76000213623047,88.44999694824219,28485
2024-09-26,87.55000305175781,89.05000305175781,87.11000061035156,88.9800033569336,18083
2024-09-27,89.5199966430664,93.19999694824219,87.88999938964844,87.88999938964844,103063
2024-09-30,93.51000213623047,97.19000244140625,89.19999694824219,89.5199966430664,188052
2024-10-01,91.81999969482422,99.0,91.16000366210938,94.0,40329
2024-10-03,88.51000213623047,91.1500015258789,88.0999984741211,90.0,30932
2024-10-04,86.81999969482422,89.2300033569336,86.4000015258789,88.52999877929688,34972
2024-10-07,82.13999938964844,88.8499984741211,81.0,86.81999969482422,51414
2024-10-08,85.93000030517578,86.98999786376953,80.1500015258789,80.1500015258789,27251
2024-10-09,86.5999984741211,89.37999725341797,85.01000213623047,86.5999984741211,19930
2024-10-10,86.68000030517578,88.75,85.5199966430664,87.5999984741211,16096
2024-10-11,88.41000366210938,90.98999786376953,86.0,87.26000213623047,35837
2024-10-14,90.43000030517578,97.98999786376953,87.44000244140625,91.0,95938
2024-10-15,89.5,92.77999877929688,89.12000274658203,91.9000015258789,14279
2024-10-16,90.61000061035156,93.98999786376953,88.68000030517578,89.94999694824219,58927
2024-10-17,88.12999725341797,91.30000305175781,87.55000305175781,91.30000305175781,21530
2024-10-18,88.62999725341797,88.79000091552734,86.0,87.05000305175781,17722
2024-10-21,87.33999633789062,91.6500015258789,86.19999694824219,91.6500015258789,16345
2024-10-22,82.18000030517578,86.73999786376953,81.30000305175781,85.5999984741211,16641
2024-10-23,83.0999984741211,84.95999908447266,81.19999694824219,83.48999786376953,14356
2024-10-24,82.37000274658203,84.94999694824219,80.41000366210938,83.47000122070312,16215
2024-10-25,80.19999694824219,84.23999786376953,76.61000061035156,84.23999786376953,33205
2024-10-28,80.01000213623047,83.9000015258789,78.02999877929688,78.5999984741211,23633
2024-10-29,80.38999938964844,84.0,79.54000091552734,84.0,20983
2024-10-30,83.0,83.80000305175781,80.37999725341797,80.37999725341797,24593
2024-10-31,80.25,84.29000091552734,78.98999786376953,83.12000274658203,17309
2024-11-01,83.8499984741211,84.9000015258789,80.26000213623047,81.29000091552734,11275
2024-11-04,82.58000183105469,85.4000015258789,81.0999984741211,85.4000015258789,10027
2024-11-05,83.19999694824219,83.98999786376953,82.0,82.93000030517578,11447
2024-11-06,83.33999633789062,85.19999694824219,82.4000015258789,85.19999694824219,14374
2024-11-07,82.58999633789062,84.88999938964844,82.19999694824219,82.19999694824219,8873
2024-11-08,82.37000274658203,84.19000244140625,82.0999984741211,83.5199966430664,6544
2024-11-11,80.97000122070312,83.11000061035156,80.5,82.69999694824219,9175
2024-11-12,81.87000274658203,83.38999938964844,80.0,82.08999633789062,21442
2024-11-13,79.2699966430664,84.6500015258789,78.01000213623047,84.6500015258789,16747
2024-11-14,76.41999816894531,79.97000122070312,75.6500015258789,78.30000305175781,26152
2024-11-18,74.5,78.4000015258789,73.75,78.4000015258789,15408
2024-11-19,76.83999633789062,78.77999877929688,75.36000061035156,75.47000122070312,12113
2024-11-21,80.0199966430664,81.4000015258789,73.58999633789062,79.12999725341797,49879
2024-11-22,77.52999877929688,82.4000015258789,77.05000305175781,82.4000015258789,10275
2024-11-25,78.45999908447266,84.0,77.5999984741211,80.44999694824219,20776
2024-11-26,79.54000091552734,81.9000015258789,78.45999908447266,78.45999908447266,6684
2024-11-27,80.11000061035156,81.22000122070312,78.20999908447266,78.20999908447266,12870
2024-11-28,80.11000061035156,83.0,78.5999984741211,79.0999984741211,20577
2024-11-29,79.5199966430664,81.5,79.04000091552734,81.4000015258789,7505
